lid,longitude,latitude,altitude,admin1,admin2,admin3,admin4,work,shopping,school,other,college,religion,designation,home,total_visits,total_on_day_0,total_on_day_1,total_on_day_2,total_on_day_3,total_on_day_4,total_on_day_5,total_on_day_6,average_daily_total,median_daily_total,max_daily_total,max_simultaneous_visits,old_lid
330,-78.4852215,38.026955,-1,51,540,401,1,0,0.0,0,0,0,0,none:home,1,10.0,3,1,1,1,2,2,0,1.4285714285714286,1,3,1,679
331,-78.4810562687981,38.0219681338608,-1,51,540,401,1,0,0.0,0,0,0,0,none:home,1,24.0,2,5,5,5,1,2,4,3.4285714285714284,3,5,1,709
332,-78.4809795,38.026091,-1,51,540,401,1,0,0.0,0,0,0,0,none:home,1,11.0,2,1,1,1,2,2,2,1.5714285714285714,1,2,1,726
333,-78.48595,38.01791,-1,51,540,401,2,1,580.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,0,1,0,0.2857142857142857,0,1,1,156
334,-78.4843405,38.0187095,-1,51,540,401,2,0,0.0,0,0,0,0,none:home,1,18.0,1,4,4,4,1,2,2,2.571428571428572,2,4,1,657
335,-78.493573,38.0178675,-1,51,540,401,2,0,0.0,0,0,0,0,none:home,1,14.0,2,2,2,2,2,1,3,2.0,2,3,1,677
336,-78.48574343079859,38.0193261647337,-1,51,540,401,2,0,0.0,0,0,0,0,none:home,1,21.0,2,4,4,4,4,3,0,3.0,3,4,1,689
337,-78.496565,38.0140915,-1,51,540,401,2,0,0.0,0,0,0,0,none:home,1,19.0,2,4,4,4,2,1,2,2.7142857142857144,2,4,1,706
338,-78.46992,38.023,-1,51,540,402,1,1,607.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,60
339,-78.47265,38.02322,-1,51,540,402,1,1,732.0,0,1,0,0,none:retail,0,3.0,0,0,0,0,0,3,0,0.4285714285714285,0,3,2,172
340,-78.47292,38.02132,-1,51,540,402,1,1,568.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,1,0,1,0.2857142857142857,0,1,1,175
341,-78.47329,38.02416,-1,51,540,402,1,1,427.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,178
342,-78.46991,38.0230500000001,-1,51,540,402,1,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,1,190
343,-78.46992,38.023,-1,51,540,402,1,1,607.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,225
344,-78.47317,38.02261,-1,51,540,402,1,1138,0.0,0,1138,0,0,none:government,0,4.0,2,0,0,0,1,0,1,0.5714285714285714,0,2,3,383
345,-78.47039000000002,38.02216,-1,51,540,402,1,173,0.0,0,173,0,0,none:medical,0,2.0,1,0,0,0,0,1,0,0.2857142857142857,0,1,1,553
346,-78.47317,38.02261,-1,51,540,402,1,1138,0.0,0,1138,0,0,none:government,0,2.0,1,0,0,1,0,0,0,0.2857142857142857,0,1,1,561
347,-78.47025999999991,38.02241,-1,51,540,402,1,126,0.0,0,126,0,0,none:government,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,586
348,-78.4722870278699,38.022348494767,-1,51,540,402,1,0,0.0,0,0,0,0,none:home,1,19.0,2,3,3,3,4,1,3,2.7142857142857144,3,4,1,699
349,-78.4717740449102,38.022386688498,-1,51,540,402,1,0,0.0,0,0,0,0,none:home,1,14.0,2,2,2,2,2,2,2,2.0,2,2,1,704
350,-78.4752999999999,38.0185000000001,-1,51,540,402,2,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,2,189
351,-78.47695999999998,38.0253900000001,-1,51,540,402,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,193
352,-78.47525,38.0174900000001,-1,51,540,402,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,195
353,-78.47574,38.01872,-1,51,540,402,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,202
354,-78.47455699999998,38.022765,-1,51,540,402,2,33,0.0,355,0,0,0,education,0,27.0,6,5,5,5,6,0,0,3.857142857142857,5,6,4,271
355,-78.47515,38.0235900000001,-1,51,540,402,2,221,0.0,0,221,0,0,none:medical,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,460
356,-78.4756845,38.019858,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,16.0,5,2,2,2,2,1,2,2.2857142857142856,2,5,1,650
357,-78.47670550646171,38.0260576501197,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,20.0,3,4,4,4,2,3,0,2.857142857142857,3,4,1,663
358,-78.475827,38.022009,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,19.0,2,2,2,2,2,5,4,2.7142857142857144,2,5,1,675
359,-78.476929,38.0247875,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,17.0,2,2,2,2,5,2,2,2.4285714285714284,2,5,1,687
360,-78.47757666666669,38.0238627233115,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,17.0,2,2,2,2,2,4,3,2.4285714285714284,2,4,1,701
361,-78.4764655,38.018208,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,13.0,2,2,2,2,2,2,1,1.8571428571428568,2,2,1,708
362,-78.480542,38.020058,-1,51,540,402,2,0,0.0,0,0,0,0,none:home,1,14.0,3,2,2,2,2,1,2,2.0,2,3,1,719
363,-78.47,38.02268,-1,51,540,402,3,1,252.0,0,1,0,0,none:retail,0,2.0,1,0,0,0,0,0,1,0.2857142857142857,0,1,1,87
364,-78.4722,38.01523,-1,51,540,402,3,1,247.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,147
365,-78.47137,38.01454,-1,51,540,402,3,1,411.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,148
366,-78.47223000000002,38.01583,-1,51,540,402,3,1,150.0,0,1,0,0,none:retail,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,153
367,-78.46956999999998,38.01849,-1,51,540,402,3,1,0.0,0,1,0,1,none,0,3.0,0,1,1,1,0,0,0,0.4285714285714285,0,1,1,196
368,-78.46968000000003,38.02327,-1,51,540,402,3,531,0.0,0,531,0,0,none:medical,0,4.0,0,0,1,1,0,1,1,0.5714285714285714,0,1,2,326
369,-78.46287,38.02182,-1,51,540,402,3,5000,0.0,0,5000,0,0,none:medical,0,27.0,3,4,2,8,3,3,4,3.857142857142857,3,8,5,455
370,-78.4681613057235,38.0183726423655,-1,51,540,402,3,0,0.0,0,0,0,0,none:home,1,16.0,1,3,3,3,2,2,2,2.2857142857142856,2,3,1,645
371,-78.4723485,38.0201845,-1,51,540,402,3,0,0.0,0,0,0,0,none:home,1,27.0,3,5,5,5,3,3,3,3.857142857142857,3,5,1,686
372,-78.4759015,38.0161265,-1,51,540,402,4,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,4,1,2,2.142857142857143,2,4,1,678
373,-78.4816124626122,38.0135916885754,-1,51,540,402,4,0,0.0,0,0,0,0,none:home,1,16.0,1,3,3,3,2,2,2,2.2857142857142856,2,3,1,697
374,-78.49395,38.02866,-1,51,540,501,1,1,239.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,26
375,-78.4960799999999,38.0223,-1,51,540,501,1,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,2,30
376,-78.4907899999999,38.0296900000001,-1,51,540,501,1,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,200
377,-78.49493000000002,38.02381,-1,51,540,501,1,131,0.0,0,131,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,444
378,-78.4937195,38.03024050000001,-1,51,540,501,1,0,0.0,0,0,0,0,none:home,1,10.0,2,1,1,1,2,1,2,1.4285714285714286,1,2,1,669
379,-78.49059150000002,38.028774,-1,51,540,501,1,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,1,4,2,2.142857142857143,2,4,1,683
380,-78.497047,38.026162,-1,51,540,501,2,49,0.0,505,0,0,0,education,0,9.0,1,2,2,2,1,0,1,1.2857142857142858,1,2,1,265
381,-78.50174653753571,38.0277983624301,-1,51,540,501,2,0,0.0,0,0,0,0,none:home,1,21.0,4,4,4,4,1,2,2,3.0,3,4,1,654
382,-78.4956099999999,38.02437000000001,-1,51,540,501,3,140,0.0,0,140,0,0,none:medical,0,11.0,1,1,1,1,7,0,0,1.5714285714285714,1,7,1,331
383,-78.49826,38.0200300000001,-1,51,540,501,3,37,0.0,0,37,0,0,none:government,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,364
384,-78.500006,38.02328,-1,51,540,501,3,0,0.0,0,0,0,0,none:home,1,14.0,2,2,2,2,1,3,2,2.0,2,3,1,642
385,-78.497638325168,38.0213169597179,-1,51,540,501,3,0,0.0,0,0,0,0,none:home,1,10.0,1,1,1,1,1,3,2,1.4285714285714286,1,3,1,651
386,-78.4992965,38.0236875,-1,51,540,501,3,0,0.0,0,0,0,0,none:home,1,13.0,2,2,2,2,1,1,3,1.8571428571428568,2,3,1,725
387,-78.5002759810666,38.0244261652992,-1,51,540,501,3,0,0.0,0,0,0,0,none:home,1,17.0,3,3,3,3,3,1,1,2.4285714285714284,3,3,1,730
388,-78.50614,38.021879,-1,51,540,502,1,29,0.0,358,0,0,0,education,0,5.0,1,1,1,1,1,0,0,0.7142857142857143,1,1,1,264
389,-78.5016223498851,38.0195115659007,-1,51,540,502,1,0,0.0,0,0,0,0,none:home,1,17.0,2,2,2,2,3,3,3,2.4285714285714284,2,3,1,661
390,-78.5006863320792,38.02132040907789,-1,51,540,502,1,0,0.0,0,0,0,0,none:home,1,11.0,2,1,1,1,1,2,3,1.5714285714285714,1,3,1,674
391,-78.507134,38.02562800000001,-1,51,540,502,2,0,0.0,0,0,0,0,none:home,1,14.0,2,2,2,2,2,2,2,2.0,2,2,1,680
392,-78.5038752295822,38.02533443191329,-1,51,540,502,2,0,0.0,0,0,0,0,none:home,1,5.0,2,0,0,0,2,0,1,0.7142857142857143,0,2,1,703
393,-78.5147499999999,38.0221700000001,-1,51,540,502,3,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,188
394,-78.51485,38.0208700000001,-1,51,540,502,3,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,1,191
395,-78.517148607247,38.0165962954092,-1,51,540,502,3,0,0.0,0,0,0,0,none:home,1,15.0,1,3,3,3,2,2,1,2.142857142857143,2,3,1,644
396,-78.52093140926858,38.022330311601294,-1,51,540,502,3,0,0.0,0,0,0,0,none:home,1,20.0,2,3,3,3,3,3,3,2.857142857142857,3,3,1,667
397,-78.5183507013223,38.023123961808096,-1,51,540,502,3,0,0.0,0,0,0,0,none:home,1,19.0,4,2,2,2,2,4,3,2.7142857142857144,2,4,1,681
398,-78.5200540790114,38.0202592253336,-1,51,540,502,3,0,0.0,0,0,0,0,none:home,1,16.0,1,2,2,2,3,3,3,2.2857142857142856,2,3,1,702
399,-78.515233,38.023709,-1,51,540,502,3,0,0.0,0,0,0,0,none:home,1,14.0,2,2,2,2,2,3,1,2.0,2,3,1,705
400,-78.51111,38.0173800000001,-1,51,540,502,4,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,2,201
401,-78.50851800000002,38.0169435,-1,51,540,502,4,0,0.0,0,0,0,0,none:home,1,19.0,3,3,3,3,1,3,3,2.7142857142857144,3,3,1,656
402,-78.51501758199579,38.0121547449689,-1,51,540,502,4,0,0.0,0,0,0,0,none:home,1,13.0,2,2,2,2,0,2,3,1.8571428571428568,2,3,1,698
403,-78.503925,38.014072,-1,51,540,502,5,29,0.0,352,0,0,0,education,0,8.0,1,2,2,2,1,0,0,1.1428571428571428,1,2,2,269
404,-78.50123999999991,38.0135300000001,-1,51,540,502,5,230,0.0,0,230,0,0,none:medical,0,3.0,0,0,1,1,1,0,0,0.4285714285714285,0,1,3,362
405,-78.50123999999991,38.0135300000001,-1,51,540,502,5,230,0.0,0,230,0,0,none:care_facilitation,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,457
406,-78.510768,38.0121905,-1,51,540,502,5,0,0.0,0,0,0,0,none:home,1,14.0,1,2,2,2,2,3,2,2.0,2,3,1,658
407,-78.5101835,38.015044,-1,51,540,502,5,0,0.0,0,0,0,0,none:home,1,14.0,4,1,1,1,2,3,2,2.0,2,4,1,721
408,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,8.0,1,0,1,0,3,3,0,1.1428571428571428,1,3,3,294
409,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,14.0,1,1,2,2,3,2,3,2.0,2,3,4,308
410,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,13.0,5,1,3,0,1,2,1,1.8571428571428568,1,5,4,322
411,-78.50246,38.0307100000001,-1,51,540,600,1,5000,0.0,0,5000,0,0,none:medical,0,19.0,2,2,7,3,1,3,1,2.7142857142857144,2,7,6,343
412,-78.4986,38.03193,-1,51,540,600,1,8,0.0,0,8,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,506
413,-78.4998399999999,38.0325700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,8.0,1,1,2,0,2,1,1,1.1428571428571428,1,2,5,552
414,-78.49710999999998,38.0312700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,7.0,2,1,1,1,2,0,0,1.0,1,2,3,555
415,-78.50058,38.03238,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,22.0,0,5,5,7,3,2,0,3.142857142857143,3,7,4,563
416,-78.50059,38.0310400000001,-1,51,540,600,1,5000,0.0,0,5000,0,0,none:medical,0,38.0,8,6,2,3,10,5,4,5.428571428571429,5,10,5,587
417,-78.49710999999998,38.0312700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,8.0,0,4,1,1,0,2,0,1.1428571428571428,1,4,4,609
418,-78.49710999999998,38.0312700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:government,0,22.0,3,4,4,4,4,2,1,3.142857142857143,3,4,3,610
419,-78.49905,38.03052,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,7.0,1,0,2,2,2,0,0,1.0,1,2,3,615
420,-78.50195999999991,38.03209,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0,19.0,5,3,1,4,2,4,0,2.7142857142857144,2,5,9,631
421,-78.5090594023473,38.03151616635471,-1,51,540,600,1,0,0.0,0,0,0,0,none:home,1,11.0,3,0,0,0,3,2,3,1.5714285714285714,1,3,1,716
422,-78.51639,38.02522,-1,51,540,600,2,1,335.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,48
423,-78.51954,38.02598,-1,51,540,600,2,1,210.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,79
424,-78.51954,38.02598,-1,51,540,600,2,1,210.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,176
425,-78.51606,38.0259600000001,-1,51,540,600,2,298,0.0,0,298,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,409
426,-78.51606,38.0259600000001,-1,51,540,600,2,298,0.0,0,298,0,0,none:medical,0,3.0,1,1,0,1,0,0,0,0.4285714285714285,0,1,2,456
427,-78.5121519237165,38.028038315657895,-1,51,540,600,2,0,0.0,0,0,0,0,none:home,1,11.0,3,2,2,2,2,0,0,1.5714285714285714,2,3,1,643
428,-78.5199023831463,38.0270695442191,-1,51,540,600,2,0,0.0,0,0,0,0,none:home,1,12.0,2,2,2,2,0,2,2,1.7142857142857142,2,2,1,694
429,-78.48362900000002,38.053821,-1,51,540,700,1,51,0.0,568,0,0,0,education,0,10.0,2,2,2,2,2,0,0,1.4285714285714286,2,2,2,270
430,-78.4931099999999,38.0468500000001,-1,51,540,700,1,88,0.0,0,88,0,0,none:medical,0,2.0,0,0,0,0,1,1,0,0.2857142857142857,0,1,1,627
431,-78.4845963919598,38.0456902437186,-1,51,540,700,1,0,0.0,0,0,0,0,none:home,1,11.0,1,2,2,2,1,1,2,1.5714285714285714,1,2,1,641
432,-78.48336,38.045975,-1,51,540,700,1,0,0.0,0,0,0,0,none:home,1,14.0,3,2,2,2,2,2,1,2.0,2,3,1,652
433,-78.48325799999998,38.0504645,-1,51,540,700,1,0,0.0,0,0,0,0,none:home,1,20.0,2,4,4,4,2,2,2,2.857142857142857,2,4,1,665
434,-78.4825155,38.046323,-1,51,540,700,1,0,0.0,0,0,0,0,none:home,1,13.0,3,1,1,1,3,2,2,1.8571428571428568,1,3,1,666
435,-78.48332008313001,38.05288373468221,-1,51,540,700,1,0,0.0,0,0,0,0,none:home,1,18.0,2,3,3,3,3,3,1,2.571428571428572,3,3,1,711
436,-78.49547,38.05562000000001,-1,51,540,700,2,1,0.0,0,1,0,1,none,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,74
437,-78.50018,38.05163,-1,51,540,700,2,1,287.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,161
438,-78.4979,38.05404,-1,51,540,700,2,1,314.0,0,1,0,0,none:retail,0,3.0,0,0,2,1,0,0,0,0.4285714285714285,0,2,3,229
439,-78.5027899999999,38.0460200000001,-1,51,540,700,2,291,0.0,0,291,0,0,none:medical,0,4.0,2,1,0,0,1,0,0,0.5714285714285714,0,2,3,324
440,-78.50258000000002,38.0434700000001,-1,51,540,700,2,148,0.0,0,148,0,0,none:medical,0,3.0,0,0,0,0,1,0,2,0.4285714285714285,0,2,2,466
441,-78.49319,38.0477100000001,-1,51,540,700,2,88,0.0,0,88,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,625
442,-78.49306999999997,38.0511300000001,-1,51,540,700,2,96,0.0,0,96,0,0,none:medical,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,626
443,-78.49547,38.05562000000001,-1,51,540,700,2,332,0.0,0,332,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,628
444,-78.4988955050329,38.0479498600269,-1,51,540,700,2,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,3,2,2,2.142857142857143,2,3,1,647
445,-78.4917853323859,38.0509432133694,-1,51,540,700,2,0,0.0,0,0,0,0,none:home,1,17.0,1,3,3,3,2,3,2,2.4285714285714284,2,3,1,692
446,-78.503377,38.0433695,-1,51,540,700,2,0,0.0,0,0,0,0,none:home,1,5.0,2,0,0,0,1,1,1,0.7142857142857143,0,2,1,715
447,-78.498068,38.0440695,-1,51,540,700,2,0,0.0,0,0,0,0,none:home,1,15.0,2,2,2,2,2,2,3,2.142857142857143,2,3,1,724
448,-78.5008605,38.041932,-1,51,540,700,2,0,0.0,0,0,0,0,none:home,1,11.0,2,1,1,1,2,2,2,1.5714285714285714,1,2,1,733
449,-78.50449,38.04934,-1,51,540,700,3,1,1081.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,0,2,0.2857142857142857,0,2,2,2
450,-78.50269,38.05147,-1,51,540,700,3,1,1134.0,0,1,0,0,none:retail,0,3.0,0,1,0,1,1,0,0,0.4285714285714285,0,1,2,3
451,-78.50222,38.05154,-1,51,540,700,3,1,950.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,8
452,-78.50391,38.0502,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,10
453,-78.50291999999997,38.05126,-1,51,540,700,3,1,1134.0,0,1,0,0,none:retail,0,2.0,1,0,0,0,1,0,0,0.2857142857142857,0,1,2,16
454,-78.50145,38.05233,-1,51,540,700,3,1,1134.0,0,1,0,0,none:retail,0,3.0,0,1,0,0,0,1,1,0.4285714285714285,0,1,2,21
455,-78.50275,38.05141,-1,51,540,700,3,1,1134.0,0,1,0,0,none:retail,0,4.0,1,0,0,0,1,2,0,0.5714285714285714,0,2,1,25
456,-78.50256,38.0516,-1,51,540,700,3,1,1134.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,36
457,-78.5049,38.05039,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,46
458,-78.50105,38.05107,-1,51,540,700,3,1,97.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,57
459,-78.50098,38.05114,-1,51,540,700,3,1,97.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,61
460,-78.50041999999998,38.05327,-1,51,540,700,3,1,722.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,76
461,-78.50083000000002,38.05459000000001,-1,51,540,700,3,1,178.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,123
462,-78.50445,38.05085,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,126
463,-78.50453,38.04836,-1,51,540,700,3,1,203.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,128
464,-78.50084,38.05127,-1,51,540,700,3,1,97.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,129
465,-78.50044,38.05331,-1,51,540,700,3,1,722.0,0,1,0,0,none:retail,0,1.0,0,0,0,1,0,0,0,0.1428571428571428,0,1,1,154
466,-78.50414,38.04998,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,2.0,0,1,0,0,0,1,0,0.2857142857142857,0,1,2,166
467,-78.50085,38.05407,-1,51,540,700,3,1,178.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,224
468,-78.50473000000002,38.05056,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,4.0,1,1,1,0,0,0,1,0.5714285714285714,0,1,2,233
469,-78.50458,38.05072,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,2.0,0,0,0,1,0,1,0,0.2857142857142857,0,1,2,237
470,-78.50473000000002,38.05056,-1,51,540,700,3,1,1249.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,248
471,-78.50594,38.0491500000001,-1,51,540,700,3,121,0.0,0,121,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,276
472,-78.50225999999998,38.04997,-1,51,540,700,3,67,0.0,0,67,0,0,none:government,0,2.0,0,1,0,0,0,1,0,0.2857142857142857,0,1,1,292
473,-78.50481999999991,38.0484700000001,-1,51,540,700,3,55,0.0,0,55,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,425
474,-78.50601999999998,38.0491900000001,-1,51,540,700,3,121,0.0,0,121,0,0,none:medical,0,4.0,2,0,0,0,0,2,0,0.5714285714285714,0,2,1,429
475,-78.50481999999991,38.0484700000001,-1,51,540,700,3,55,0.0,0,55,0,0,none:medical,0,1.0,0,0,1,0,0,0,0,0.1428571428571428,0,1,1,486
476,-78.50041999999998,38.0532700000001,-1,51,540,700,3,661,0.0,0,661,0,0,none:medical,0,7.0,1,0,0,1,4,1,0,1.0,1,4,5,524
477,-78.50506,38.0502500000001,-1,51,540,700,3,999,0.0,0,999,0,0,none:medical,0,4.0,0,0,0,3,1,0,0,0.5714285714285714,0,3,3,556
478,-78.50225999999998,38.04997,-1,51,540,700,3,67,0.0,0,67,0,0,none:medical,0,2.0,1,0,0,1,0,0,0,0.2857142857142857,0,1,2,558
479,-78.50506,38.0502500000001,-1,51,540,700,3,999,0.0,0,999,0,0,none:medical,0,6.0,0,0,1,2,2,1,0,0.8571428571428571,0,2,3,570
480,-78.50594,38.0491500000001,-1,51,540,700,3,121,0.0,0,121,0,0,none:medical,0,1.0,0,0,0,0,1,0,0,0.1428571428571428,0,1,1,621
481,-78.5055065315989,38.051248982952,-1,51,540,700,3,0,0.0,0,0,0,0,none:home,1,16.0,2,2,2,2,4,2,2,2.2857142857142856,2,4,1,722
482,-78.50627658884859,38.0499324147985,-1,51,540,700,3,0,0.0,0,0,0,0,none:home,1,16.0,2,3,3,3,2,2,1,2.2857142857142856,2,3,1,734
483,-78.51234000000002,38.0431,-1,51,540,700,4,1,220.0,0,1,0,0,none:retail,0,1.0,0,0,0,0,0,0,1,0.1428571428571428,0,1,1,43
484,-78.51243000000002,38.04315,-1,51,540,700,4,1,220.0,0,1,0,0,none:retail,0,2.0,0,0,0,0,0,1,1,0.2857142857142857,0,1,2,84
485,-78.50832,38.03767,-1,51,540,700,4,1,0.0,0,1,0,1,none,0,2.0,0,0,0,0,1,0,1,0.2857142857142857,0,1,1,192
486,-78.51038,38.04195,-1,51,540,700,4,1,408.0,0,1,0,0,none:retail,0,1.0,1,0,0,0,0,0,0,0.1428571428571428,0,1,1,255
487,-78.515321,38.04241,-1,51,540,700,4,107,0.0,911,0,0,0,education,0,4.0,0,1,1,1,1,0,0,0.5714285714285714,0,1,1,258
488,-78.50976,38.0416200000001,-1,51,540,700,4,224,0.0,0,224,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,279
489,-78.50976,38.0416200000001,-1,51,540,700,4,224,0.0,0,224,0,0,none:medical,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,336
490,-78.50886,38.0389000000001,-1,51,540,700,4,487,0.0,0,487,0,0,none:government,0,1.0,0,1,0,0,0,0,0,0.1428571428571428,0,1,1,573
491,-78.51268,38.04326,-1,51,540,700,4,136,0.0,0,136,0,0,none:medical,0,2.0,0,1,0,1,0,0,0,0.2857142857142857,0,1,2,574
492,-78.51154,38.04078,-1,51,540,700,4,354,0.0,0,354,0,0,none:medical,0,1.0,0,0,0,0,0,1,0,0.1428571428571428,0,1,1,624
493,-78.5130408771582,38.0393402650658,-1,51,540,700,4,0,0.0,0,0,0,0,none:home,1,12.0,1,1,1,1,2,4,2,1.7142857142857142,1,4,1,662
494,-78.51548459533609,38.039041237251,-1,51,540,700,4,0,0.0,0,0,0,0,none:home,1,15.0,3,2,2,2,2,2,2,2.142857142857143,2,3,1,668
495,-78.47093000000002,38.063507,-1,51,540,800,1,28,0.0,383,0,0,0,education,0,5.0,1,1,1,1,1,0,0,0.7142857142857143,1,1,1,268
496,-78.4674400991182,38.064193901373,-1,51,540,800,1,0,0.0,0,0,0,0,none:home,1,17.0,2,2,2,2,3,4,2,2.4285714285714284,2,4,1,714
497,-78.46733029355109,38.06115440986829,-1,51,540,800,1,0,0.0,0,0,0,0,none:home,1,18.0,2,2,2,2,3,4,3,2.571428571428572,2,4,1,732
498,-78.476628,38.052405,-1,51,540,800,2,99,0.0,1196,0,0,0,education,0,10.0,2,1,1,1,2,0,3,1.4285714285714286,1,3,2,267
