daynum,pid,activity_number,activity_type,start_time,end_time,duration,lid
5,48,31,1,446400,466200,19800,640
5,48,33,3,468000,471600,3600,21
5,48,35,3,471780,472500,720,7
5,48,37,3,472680,475200,2520,114
5,48,39,4,476700,477300,600,292
5,48,41,1,478980,532800,53820,640
6,48,42,1,532800,547800,15000,640
6,48,44,5,552600,581400,28800,272
6,48,46,1,583800,604800,21000,640
0,49,0,1,0,27600,27600,713
0,49,2,5,29400,56700,27300,261
0,49,4,1,59400,63600,4200,713
0,49,6,4,64800,69300,4500,337
0,49,8,3,70200,72000,1800,209
0,49,10,1,73200,100800,27600,713
1,49,11,1,100800,112800,12000,713
1,49,13,5,115380,141300,25920,261
1,49,15,1,144000,187200,43200,713
2,49,16,1,187200,199200,12000,713
2,49,18,5,201780,227700,25920,261
2,49,20,1,230400,273600,43200,713
3,49,21,1,273600,285600,12000,713
3,49,23,5,288180,314100,25920,261
3,49,25,1,316800,360000,43200,713
4,49,26,1,360000,371700,11700,713
4,49,28,5,372300,397500,25200,261
4,49,30,1,399360,404100,4740,713
4,49,32,4,404880,409440,4560,482
4,49,34,1,410040,446400,36360,713
5,49,35,1,446400,532800,86400,713
6,49,36,1,532800,556500,23700,713
6,49,38,4,557280,557700,420,477
6,49,40,4,561900,574800,12900,335
6,49,42,1,579000,580800,1800,713
6,49,44,3,582000,585900,3900,220
6,49,46,4,586500,589800,3300,528
6,49,48,1,591000,591300,300,713
6,49,50,1,593100,604800,11700,713
0,50,0,1,0,25200,25200,647
0,50,2,4,25500,25800,300,567
0,50,4,5,28200,55800,27600,262
0,50,6,1,59100,100800,41700,647
1,50,7,1,100800,121500,20700,647
1,50,9,5,122400,150000,27600,262
1,50,11,1,150900,187200,36300,647
2,50,12,1,187200,207900,20700,647
2,50,14,5,208800,236400,27600,262
2,50,16,1,237300,273600,36300,647
3,50,17,1,273600,294300,20700,647
3,50,19,5,295200,322800,27600,262
3,50,21,1,323700,360000,36300,647
4,50,22,1,360000,371100,11100,647
4,50,24,4,371220,371520,300,503
4,50,26,5,373080,402000,28920,262
4,50,28,1,403200,405000,1800,647
4,50,30,4,405600,409500,3900,575
4,50,32,1,410100,446400,36300,647
5,50,33,1,446400,475200,28800,647
5,50,35,4,476100,480600,4500,330
5,50,37,4,480780,491400,10620,570
5,50,39,1,492300,532800,40500,647
6,50,40,1,532800,572640,39840,647
6,50,42,4,573060,593760,20700,280
6,50,44,4,594480,595740,1260,319
6,50,46,1,595980,604800,8820,647
0,51,0,1,0,19800,19800,665
0,51,2,2,21900,67500,45600,265
0,51,4,1,69420,100800,31380,665
1,51,5,1,100800,108900,8100,665
1,51,7,2,109500,114300,4800,265
1,51,9,1,114480,120600,6120,665
1,51,11,7,120900,136200,15300,196
1,51,13,1,136500,137700,1200,665
1,51,15,2,138000,144900,6900,265
1,51,17,1,145020,187200,42180,665
2,51,18,1,187200,195300,8100,665
2,51,20,2,195900,200700,4800,265
2,51,22,1,200880,207000,6120,665
2,51,24,7,207300,222600,15300,196
2,51,26,1,222900,224100,1200,665
2,51,28,2,224400,231300,6900,265
2,51,30,1,231420,273600,42180,665
3,51,31,1,273600,281700,8100,665
3,51,33,2,282300,287100,4800,265
3,51,35,1,287280,293400,6120,665
3,51,37,7,293700,309000,15300,196
3,51,39,1,309300,310500,1200,665
3,51,41,2,310800,317700,6900,265
3,51,43,1,317820,360000,42180,665
4,51,44,1,360000,370320,10320,665
4,51,46,2,371460,403200,31740,265
4,51,48,1,404220,446400,42180,665
5,51,49,1,446400,466740,20340,665
5,51,51,3,467400,470400,3000,237
5,51,53,1,471120,532800,61680,665
6,51,54,1,532800,549900,17100,665
6,51,56,2,550620,569520,18900,265
6,51,58,1,570600,604800,34200,665
0,52,0,1,0,41400,41400,732
0,52,2,7,42300,47700,5400,94
0,52,4,1,48600,100800,52200,732
1,52,5,1,100800,111000,10200,732
1,52,7,4,111900,116700,4800,322
1,52,11,4,132000,133200,1200,355
1,52,13,4,134400,135000,600,619
1,52,15,4,135900,147600,11700,293
1,52,17,1,148500,187200,38700,732
2,52,18,1,187200,197400,10200,732
2,52,20,4,198300,203100,4800,575
2,52,24,4,218400,219600,1200,355
2,52,26,4,220800,221400,600,285
2,52,28,4,222300,234000,11700,622
2,52,30,1,234900,273600,38700,732
3,52,31,1,273600,283800,10200,732
3,52,33,4,284700,289500,4800,613
3,52,37,4,304800,306000,1200,471
3,52,39,4,307200,307800,600,433
3,52,41,4,308700,320400,11700,288
3,52,43,1,321300,360000,38700,732
4,52,44,1,360000,380700,20700,732
4,52,46,1,383400,385200,1800,732
4,52,48,3,385800,389100,3300,85
4,52,50,4,389700,393300,3600,592
4,52,52,3,393900,394800,900,167
4,52,54,4,397200,410400,13200,554
4,52,56,1,412800,446400,33600,732
5,52,57,1,446400,460800,14400,732
5,52,59,4,461700,468300,6600,289
5,52,61,1,469200,475500,6300,732
5,52,63,3,476100,480600,4500,160
5,52,65,1,480780,482400,1620,732
5,52,67,3,483300,491760,8460,134
5,52,69,3,493980,499800,5820,130
5,52,71,1,500400,532800,32400,732
6,52,72,1,532800,546300,13500,732
6,52,74,4,546840,556680,9840,613
6,52,76,1,557340,584400,27060,732
6,52,78,1,586320,604800,18480,732
0,53,0,4,0,14400,14400,366
0,53,2,1,14520,32400,17880,643
0,53,4,3,33600,37800,4200,54
0,53,6,1,39000,57600,18600,643
0,53,8,4,58800,61200,2400,568
0,53,10,1,62400,100800,38400,643
1,53,11,1,100800,137100,36300,643
1,53,13,2,137880,138180,300,455
1,53,15,3,138300,139800,1500,123
1,53,17,1,140700,187200,46500,643
2,53,18,1,187200,223500,36300,643
2,53,20,2,224280,224580,300,455
2,53,22,3,224700,226200,1500,12
2,53,24,1,227100,273600,46500,643
3,53,25,1,273600,309900,36300,643
3,53,27,2,310680,310980,300,455
3,53,29,3,311100,312600,1500,250
3,53,31,1,313500,360000,46500,643
4,53,32,1,360000,376020,16020,643
4,53,34,6,376200,380700,4500,260
4,53,36,3,381930,382230,300,106
4,53,38,2,385800,388800,3000,455
4,53,40,4,389700,392400,2700,392
4,53,42,1,393960,446400,52440,643
5,53,43,4,446400,532800,86400,395
6,53,44,4,532800,604800,72000,477
0,54,0,1,0,37800,37800,656
0,54,2,4,38400,42300,3900,304
0,54,4,1,42900,46200,3300,656
0,54,6,4,46800,47400,600,618
0,54,8,2,48000,73800,25800,500
0,54,10,1,74400,100800,26400,656
1,54,11,1,100800,114000,13200,656
1,54,13,6,114600,138600,24000,260
1,54,15,1,139200,142200,3000,656
1,54,17,4,142500,158100,15600,336
1,54,19,1,158400,187200,28800,656
2,54,20,1,187200,200400,13200,656
2,54,22,6,201000,225000,24000,260
2,54,24,1,225600,228600,3000,656
2,54,26,4,228900,244500,15600,343
2,54,28,1,244800,273600,28800,656
3,54,29,1,273600,286800,13200,656
3,54,31,6,287400,311400,24000,260
3,54,33,1,312000,315000,3000,656
3,54,35,4,315300,330900,15600,615
3,54,37,1,331200,360000,28800,656
4,54,38,1,360000,372600,12600,656
4,54,40,6,374400,385200,10800,260
4,54,42,4,386400,388800,2400,400
4,54,44,3,389700,391200,1500,82
4,54,46,4,391500,394200,2700,540
4,54,48,4,396000,446400,50400,615
5,54,49,1,446400,457200,10800,656
5,54,51,2,457920,481500,23580,500
5,54,53,1,482400,493200,10800,656
5,54,55,4,493800,495000,1200,455
5,54,57,4,498000,504600,6600,398
5,54,59,4,505200,506400,1200,294
5,54,61,1,509400,532800,23400,656
6,54,62,1,532800,558000,25200,656
6,54,64,4,558420,563520,5100,626
6,54,66,1,564000,575100,11100,656
6,54,68,2,575820,597720,21900,500
6,54,70,1,598200,604800,6600,656
0,55,0,1,0,22800,22800,715
0,55,2,2,25500,64800,39300,587
0,55,4,1,67500,100800,33300,715
1,55,5,3,100800,118800,18000,133
1,55,7,2,122400,151200,28800,587
1,55,9,3,154800,187200,32400,50
2,55,10,3,187200,205200,18000,80
2,55,12,2,208800,237600,28800,587
2,55,14,3,241200,273600,32400,182
3,55,15,3,273600,291600,18000,252
3,55,17,2,295200,324000,28800,587
3,55,19,3,327600,360000,32400,97
4,55,20,2,360000,375600,15600,587
4,55,22,2,376200,378000,1800,587
4,55,24,2,379200,385200,6000,587
4,55,26,2,385800,387600,1800,587
4,55,28,2,388200,392400,4200,587
4,55,30,2,393000,399300,6300,587
4,55,32,2,399960,400500,540,587
4,55,34,1,401100,446400,45300,715
5,55,35,1,446400,532800,86400,715
6,55,36,1,532800,604800,72000,715
0,56,0,1,0,29100,29100,719
0,56,2,2,31500,41820,10320,273
0,56,4,4,42060,45600,3540,437
0,56,6,2,45900,61200,15300,273
0,56,8,1,64500,65700,1200,719
0,56,10,7,66600,72000,5400,217
0,56,12,1,72900,100800,27900,719
1,56,13,1,100800,113400,12600,719
1,56,15,4,113700,115500,1800,594
1,56,17,4,115680,117900,2220,281
1,56,19,2,118800,124200,5400,273
1,56,21,3,126000,127200,1200,135
1,56,23,3,127680,129360,1680,9
1,56,25,4,129720,130080,360,305
1,56,27,2,130800,147600,16800,273
1,56,29,1,148200,187200,39000,719
2,56,30,1,187200,199800,12600,719
2,56,32,4,200100,201900,1800,536
2,56,34,4,202080,204300,2220,328
2,56,36,2,205200,210600,5400,273
2,56,38,3,212400,213600,1200,24
2,56,40,3,214080,215760,1680,1
2,56,42,4,216120,216480,360,605
2,56,44,2,217200,234000,16800,273
2,56,46,1,234600,273600,39000,719
3,56,47,1,273600,286200,12600,719
3,56,49,4,286500,288300,1800,410
3,56,51,4,288480,290700,2220,562
3,56,53,2,291600,297000,5400,273
3,56,55,3,298800,300000,1200,146
3,56,57,3,300480,302160,1680,242
3,56,59,4,302520,302880,360,473
3,56,61,2,303600,320400,16800,273
3,56,63,1,321000,360000,39000,719
4,56,64,1,360000,363600,3600,719
4,56,66,2,366300,382500,16200,273
4,56,68,1,385200,446400,61200,719
5,56,69,1,446400,532800,86400,719
6,56,70,1,532800,561600,28800,719
6,56,72,3,564300,567900,3600,5
6,56,74,3,568500,569400,900,215
6,56,76,3,570000,574200,4200,14
6,56,78,1,577200,604800,27600,719
0,57,0,1,0,24300,24300,703
0,57,2,2,26100,60300,34200,267
0,57,4,3,62100,66600,4500,246
0,57,6,1,67200,100800,33600,703
1,57,7,4,100800,187200,86400,387
2,57,8,4,187200,273600,86400,535
3,57,9,4,273600,360000,86400,415
4,57,10,4,360000,368100,8100,632
4,57,12,4,369000,372600,3600,631
4,57,14,1,372900,375300,2400,703
4,57,16,2,376500,389700,13200,267
4,57,18,4,390300,393000,2700,298
4,57,20,2,393900,409500,15600,267
4,57,22,3,410700,418500,7800,0
4,57,24,1,420000,446400,26400,703
5,57,25,4,446400,464220,17820,408
5,57,27,4,465360,473700,8340,368
5,57,29,3,474120,477120,3000,235
5,57,31,4,478320,479220,900,631
5,57,33,4,480000,507600,27600,587
5,57,35,4,508200,512100,3900,540
5,57,37,4,512700,532800,20100,624
6,57,38,1,532800,604800,72000,703
0,58,0,1,0,50370,50370,670
0,58,2,4,50490,56820,6330,631
0,58,4,2,57300,66660,9360,610
0,58,6,4,66840,68100,1260,588
0,58,8,2,68280,75900,7620,610
0,58,10,1,76440,100800,24360,670
1,58,11,1,100800,102840,2040,670
1,58,13,2,103080,103800,720,610
1,58,15,2,104460,107100,2640,610
1,58,17,1,108180,112800,4620,670
1,58,19,2,113160,151200,38040,610
1,58,21,2,151320,159300,7980,610
1,58,23,4,159660,163800,4140,455
1,58,25,1,163980,187200,23220,670
2,58,26,1,187200,189240,2040,670
2,58,28,2,189480,190200,720,610
2,58,30,2,190860,193500,2640,610
2,58,32,1,194580,199200,4620,670
2,58,34,2,199560,237600,38040,610
2,58,36,2,237720,245700,7980,610
2,58,38,4,246060,250200,4140,566
2,58,40,1,250380,273600,23220,670
3,58,41,1,273600,275640,2040,670
3,58,43,2,275880,276600,720,610
3,58,45,2,277260,279900,2640,610
3,58,47,1,280980,285600,4620,670
3,58,49,2,285960,324000,38040,610
3,58,51,2,324120,332100,7980,610
3,58,53,4,332460,336600,4140,570
3,58,55,1,336780,360000,23220,670
4,58,56,1,360000,376200,16200,670
4,58,58,2,377400,383400,6000,610
4,58,60,4,384300,387600,3300,445
4,58,62,4,388800,390600,1800,364
4,58,64,2,392400,408600,16200,610
4,58,66,4,410400,415800,5400,555
4,58,68,4,417600,446400,28800,552
5,58,69,1,446400,452700,6300,670
5,58,71,2,453600,493200,39600,610
5,58,73,3,494100,498600,4500,152
5,58,75,1,499500,532800,33300,670
6,58,76,1,532800,539100,6300,670
6,58,78,2,540000,573270,33270,610
6,58,80,4,573390,574200,810,366
6,58,82,1,575100,604800,29700,670
0,59,0,4,0,14400,14400,396
0,59,2,1,14520,31200,16680,653
0,59,4,5,31920,61380,29460,270
0,59,6,1,62100,100800,38700,653
1,59,7,1,100800,111960,11160,653
1,59,9,5,112620,136500,23880,270
1,59,11,1,137400,151860,14460,653
1,59,13,3,154200,156900,2700,138
1,59,15,1,159180,187200,28020,653
2,59,16,1,187200,198360,11160,653
2,59,18,5,199020,222900,23880,270
2,59,20,1,223800,238260,14460,653
2,59,22,3,240600,243300,2700,78
2,59,24,1,245580,273600,28020,653
3,59,25,1,273600,284760,11160,653
3,59,27,5,285420,309300,23880,270
3,59,29,1,310200,324660,14460,653
3,59,31,3,327000,329700,2700,251
3,59,33,1,331980,360000,28020,653
4,59,34,1,360000,374400,14400,653
4,59,36,5,376200,400500,24300,270
4,59,38,4,401400,405900,4500,524
4,59,40,1,406800,446400,39600,653
5,59,41,4,446400,532800,86400,310
6,59,42,1,532800,548520,15720,653
6,59,44,7,548700,556200,7500,30
6,59,46,1,556380,565020,8640,653
6,59,48,4,571380,578700,7320,348
6,59,50,4,579600,585000,5400,602
6,59,52,4,585900,604800,18900,455
0,60,0,1,0,22500,22500,693
0,60,2,4,22800,23400,600,368
0,60,4,1,23700,25200,1500,693
0,60,6,4,25620,26040,420,348
0,60,8,1,26700,28800,2100,693
0,60,10,4,29220,29640,420,411
0,60,12,1,30300,32400,2100,693
0,60,14,4,33300,37200,3900,455
0,60,16,4,38700,45000,6300,395
0,60,18,1,45900,53400,7500,693
0,60,20,4,53820,54780,960,307
0,60,22,1,55200,57600,2400,693
0,60,24,4,58500,59400,900,321
0,60,26,4,59700,60300,600,505
0,60,28,1,61800,100800,39000,693
1,60,29,1,100800,119700,18900,693
1,60,31,3,120120,121500,1380,82
1,60,33,4,122160,125940,3780,389
1,60,35,1,126300,187200,60900,693
2,60,36,1,187200,206100,18900,693
2,60,38,3,206520,207900,1380,184
2,60,40,4,208560,212340,3780,498
2,60,42,1,212700,273600,60900,693
3,60,43,1,273600,292500,18900,693
3,60,45,3,292920,294300,1380,213
3,60,47,4,294960,298740,3780,461
3,60,49,1,299100,360000,60900,693
4,60,50,1,360000,446400,86400,693
5,60,51,1,446400,464580,18180,693
5,60,53,4,470400,532800,62400,403
6,60,54,1,532800,549900,17100,693
6,60,56,1,551100,552600,1500,693
6,60,58,1,553500,560100,6600,693
6,60,60,4,560700,564000,3300,393
6,60,62,1,564600,604800,40200,693
0,61,0,1,0,41400,41400,716
0,61,2,4,42420,45540,3120,348
0,61,4,4,46260,47040,780,552
0,61,6,4,47580,54000,6420,275
0,61,8,1,54900,63000,8100,716
0,61,10,2,63900,82800,18900,350
0,61,12,1,83400,100800,17400,716
1,61,13,4,100800,187200,86400,455
2,61,14,4,187200,273600,86400,306
3,61,15,4,273600,360000,86400,491
4,61,16,1,360000,385170,25170,716
4,61,18,4,385290,387660,2370,423
4,61,20,4,387780,388080,300,563
4,61,22,3,388380,390600,2220,248
4,61,24,4,390900,391500,600,555
4,61,26,1,391800,412200,20400,716
4,61,28,4,414000,421200,7200,298
4,61,30,1,423000,446400,23400,716
5,61,31,1,446400,468000,21600,716
5,61,33,4,469380,477180,7800,516
5,61,35,1,479220,532800,53580,716
6,61,36,1,532800,568980,36180,716
6,61,38,4,569700,570600,900,589
6,61,40,1,571200,577080,5880,716
6,61,42,4,580500,586800,6300,540
6,61,44,4,588000,588600,600,343
6,61,46,3,589200,593940,4740,66
6,61,48,3,594180,596220,2040,101
6,61,50,1,600600,604800,4200,716
0,62,0,1,0,100800,100800,688
1,62,1,1,100800,113100,12300,688
1,62,3,2,113700,147600,33900,557
1,62,5,4,147900,151200,3300,365
1,62,7,1,151500,187200,35700,688
2,62,8,1,187200,199500,12300,688
2,62,10,2,200100,234000,33900,557
2,62,12,4,234300,237600,3300,580
2,62,14,1,237900,273600,35700,688
3,62,15,1,273600,285900,12300,688
3,62,17,2,286500,320400,33900,557
3,62,19,4,320700,324000,3300,366
3,62,21,1,324300,360000,35700,688
4,62,22,1,360000,374400,14400,688
4,62,24,2,375300,393300,18000,557
4,62,26,4,393900,394200,300,583
4,62,28,4,395400,402000,6600,409
4,62,30,1,403200,446400,43200,688
5,62,31,1,446400,468000,21600,688
5,62,33,4,468600,471600,3000,322
5,62,35,3,474300,477000,2700,106
5,62,37,1,477900,532800,54900,688
6,62,38,4,532800,545340,12540,455
6,62,40,1,549540,572400,22860,688
6,62,42,3,572700,576000,3300,234
6,62,44,1,576540,604800,28260,688
0,63,0,1,0,39600,39600,658
0,63,2,4,41400,42300,900,387
0,63,4,4,42900,43680,780,325
0,63,6,4,44280,44880,600,368
0,63,8,3,45060,45900,840,233
0,63,10,4,58140,58800,660,306
0,63,12,4,73680,100800,27120,322
1,63,13,1,100800,112500,11700,658
1,63,15,5,112680,140220,27540,269
1,63,17,4,140400,152880,12480,415
1,63,19,1,153060,187200,34140,658
2,63,20,1,187200,198900,11700,658
2,63,22,5,199080,226620,27540,269
2,63,24,4,226800,239280,12480,557
2,63,26,1,239460,273600,34140,658
3,63,27,1,273600,285300,11700,658
3,63,29,5,285480,313020,27540,269
3,63,31,4,313200,325680,12480,631
3,63,33,1,325860,360000,34140,658
4,63,34,1,360000,372600,12600,658
4,63,36,5,374400,400500,26100,269
4,63,38,4,401400,403800,2400,539
4,63,40,1,405300,446400,41100,658
5,63,41,1,446400,465000,18600,658
5,63,43,3,465420,468900,3480,125
5,63,45,1,469500,484200,14700,658
5,63,47,3,485100,489000,3900,132
5,63,49,1,489900,532800,42900,658
6,63,50,1,532800,579600,46800,658
6,63,52,3,580800,583200,2400,38
6,63,54,3,584400,587700,3300,159
6,63,56,1,588600,604800,16200,658
0,64,0,1,0,14400,14400,662
0,64,2,4,14520,100800,86280,380
1,64,3,1,100800,187200,86400,662
2,64,4,1,187200,273600,86400,662
3,64,5,1,273600,360000,86400,662
4,64,6,1,360000,374400,14400,662
4,64,8,2,376800,380400,3600,316
4,64,10,2,381600,388800,7200,316
4,64,12,2,390300,399600,9300,316
4,64,14,1,402420,407700,5280,662
4,64,16,4,408900,414600,5700,335
4,64,18,4,415680,446400,30720,618
5,64,19,1,446400,460800,14400,662
5,64,21,4,462600,466200,3600,568
5,64,23,4,467400,479700,12300,519
5,64,25,1,480600,486000,5400,662
5,64,27,3,487800,492300,4500,50
5,64,29,3,493500,495000,1500,47
5,64,31,1,496200,500400,4200,662
5,64,33,4,501000,501600,600,620
5,64,35,1,502200,532800,30600,662
6,64,36,1,532800,557400,24600,662
6,64,38,7,558000,563400,5400,197
6,64,40,3,563880,565440,1560,81
6,64,42,4,565920,571920,6000,283
6,64,44,4,572580,573300,720,349
6,64,46,3,573900,575880,1980,70
6,64,48,1,576780,604800,28020,662
0,65,0,1,0,34800,34800,711
0,65,2,2,36000,71100,35100,388
0,65,4,1,72300,100800,28500,711
1,65,5,1,100800,122400,21600,711
1,65,7,4,123000,123900,900,291
1,65,9,1,124500,127800,3300,711
1,65,11,2,129600,143100,13500,388
1,65,13,2,144000,150300,6300,388
1,65,15,1,151260,187200,35940,711
2,65,16,1,187200,208800,21600,711
2,65,18,4,209400,210300,900,306
2,65,20,1,210900,214200,3300,711
2,65,22,2,216000,229500,13500,388
2,65,24,2,230400,236700,6300,388
2,65,26,1,237660,273600,35940,711
3,65,27,1,273600,295200,21600,711
3,65,29,4,295800,296700,900,593
3,65,31,1,297300,300600,3300,711
3,65,33,2,302400,315900,13500,388
3,65,35,2,316800,323100,6300,388
3,65,37,1,324060,360000,35940,711
4,65,38,1,360000,369000,9000,711
4,65,40,2,370440,403200,32760,388
4,65,42,1,405000,414000,9000,711
4,65,44,3,414300,415800,1500,226
4,65,46,1,416100,446400,30300,711
5,65,47,1,446400,460200,13800,711
5,65,49,4,461700,468900,7200,563
5,65,51,3,469200,471600,2400,172
5,65,53,1,473400,496200,22800,711
5,65,55,4,496800,502200,5400,413
5,65,57,1,502800,532800,30000,711
6,65,58,1,532800,604800,72000,711
0,66,0,1,0,22500,22500,637
0,66,2,2,24300,69900,45600,619
0,66,4,4,71400,73500,2100,544
0,66,6,1,74280,100800,26520,637
1,66,7,1,100800,122760,21960,637
1,66,9,2,123960,135420,11460,619
1,66,11,4,136800,138840,2040,471
1,66,13,4,139440,142680,3240,358
1,66,15,1,143580,187200,43620,637
2,66,16,1,187200,209160,21960,637
2,66,18,2,210360,221820,11460,619
2,66,20,4,223200,225240,2040,360
2,66,22,4,225840,229080,3240,356
2,66,24,1,229980,273600,43620,637
3,66,25,1,273600,295560,21960,637
3,66,27,2,296760,308220,11460,619
3,66,29,4,309600,311640,2040,571
3,66,31,4,312240,315480,3240,362
3,66,33,1,316380,360000,43620,637
4,66,34,1,360000,402300,42300,637
4,66,36,2,403200,428700,25500,619
4,66,38,3,428880,429300,420,95
4,66,40,3,429420,429780,360,167
4,66,42,1,430620,446400,15780,637
5,66,43,1,446400,475200,28800,637
5,66,45,2,477060,477360,300,619
5,66,47,2,477900,515400,37500,619
5,66,49,1,517620,532800,15180,637
6,66,50,1,532800,604800,72000,637
0,67,0,1,0,63000,63000,645
0,67,2,4,65400,100800,35400,618
1,67,3,1,100800,125640,24840,645
1,67,5,3,125760,126060,300,164
1,67,7,4,127200,127740,540,283
1,67,9,3,128040,128760,720,161
1,67,11,4,129030,129330,300,495
1,67,13,4,130980,131340,360,407
1,67,15,4,131580,133860,2280,490
1,67,17,4,134100,134400,300,335
1,67,19,1,136020,154800,18780,645
1,67,21,4,155100,157800,2700,291
1,67,23,1,158100,187200,29100,645
2,67,24,1,187200,212040,24840,645
2,67,26,3,212160,212460,300,64
2,67,28,4,213600,214140,540,415
2,67,30,3,214440,215160,720,177
2,67,32,4,215430,215730,300,547
2,67,34,4,217380,217740,360,327
2,67,36,4,217980,220260,2280,353
2,67,38,4,220500,220800,300,326
2,67,40,1,222420,241200,18780,645
2,67,42,4,241500,244200,2700,294
2,67,44,1,244500,273600,29100,645
3,67,45,1,273600,298440,24840,645
3,67,47,3,298560,298860,300,171
3,67,49,4,300000,300540,540,348
3,67,51,3,300840,301560,720,23
3,67,53,4,301830,302130,300,509
3,67,55,4,303780,304140,360,449
3,67,57,4,304380,306660,2280,291
3,67,59,4,306900,307200,300,449
3,67,61,1,308820,327600,18780,645
3,67,63,4,327900,330600,2700,563
3,67,65,1,330900,360000,29100,645
4,67,66,1,360000,372600,12600,645
4,67,68,5,372900,408660,35760,262
4,67,70,1,408960,446400,37440,645
5,67,71,1,446400,483600,37200,645
5,67,73,3,484980,485700,720,22
5,67,75,1,486600,532800,46200,645
6,67,76,1,532800,555600,22800,645
6,67,78,7,555780,565620,9840,92
6,67,80,1,565800,604800,39000,645
0,68,0,1,0,34200,34200,696
0,68,2,2,35580,64080,28500,286
0,68,4,1,65820,100800,34980,696
1,68,5,1,100800,112500,11700,696
1,68,7,2,114600,129900,15300,286
1,68,9,4,130200,130500,300,283
1,68,11,2,130800,146100,15300,286
1,68,13,4,146700,147000,300,622
1,68,15,3,147120,150300,3180,62
1,68,17,1,153600,187200,33600,696
2,68,18,1,187200,198900,11700,696
2,68,20,2,201000,216300,15300,286
2,68,22,4,216600,216900,300,596
2,68,24,2,217200,232500,15300,286
2,68,26,4,233100,233400,300,374
2,68,28,3,233520,236700,3180,65
2,68,30,1,240000,273600,33600,696
3,68,31,1,273600,285300,11700,696
3,68,33,2,287400,302700,15300,286
3,68,35,4,303000,303300,300,620
3,68,37,2,303600,318900,15300,286
3,68,39,4,319500,319800,300,391
3,68,41,3,319920,323100,3180,156
3,68,43,1,326400,360000,33600,696
4,68,44,1,360000,373500,13500,696
4,68,46,2,374100,407220,33120,286
4,68,48,1,408120,446400,38280,696
5,68,49,1,446400,487500,41100,696
5,68,51,2,487680,510240,22560,286
5,68,53,1,510540,532800,22260,696
6,68,54,1,532800,556200,23400,696
6,68,56,7,556620,561900,5280,74
6,68,58,1,562320,564300,1980,696
6,68,60,2,564540,584400,19860,286
6,68,62,1,584640,585300,660,696
6,68,64,4,585900,586500,600,567
6,68,66,1,587100,604800,17700,696
0,69,0,1,0,21600,21600,729
0,69,2,2,22500,68400,45900,331
0,69,4,1,69300,100800,31500,729
1,69,5,1,100800,109800,9000,729
1,69,7,4,110700,111000,300,324
1,69,9,2,112200,140400,28200,331
1,69,11,4,141300,145800,4500,423
1,69,13,4,146700,147000,300,308
1,69,15,1,147900,187200,39300,729
2,69,16,1,187200,196200,9000,729
2,69,18,4,197100,197400,300,308
2,69,20,2,198600,226800,28200,331
2,69,22,4,227700,232200,4500,385
2,69,24,4,233100,233400,300,477
2,69,26,1,234300,273600,39300,729
3,69,27,1,273600,282600,9000,729
3,69,29,4,283500,283800,300,415
3,69,31,2,285000,313200,28200,331
3,69,33,4,314100,318600,4500,371
3,69,35,4,319500,319800,300,413
3,69,37,1,320700,360000,39300,729
4,69,38,1,360000,372060,12060,729
4,69,40,4,372300,372660,360,585
4,69,42,2,372960,375000,2040,331
4,69,44,2,375240,382500,7260,331
4,69,46,2,382740,386100,3360,331
4,69,48,2,386400,390900,4500,331
4,69,50,2,391080,393300,2220,331
4,69,52,4,393720,395460,1740,611
4,69,54,2,395880,407760,11880,331
4,69,56,1,408180,412920,4740,729
4,69,58,2,413520,424200,10680,331
4,69,60,4,424500,424920,420,387
4,69,62,1,425280,446400,21120,729
5,69,63,1,446400,467400,21000,729
5,69,65,3,468000,469500,1500,218
5,69,67,3,469800,470100,300,180
5,69,69,1,470280,513900,43620,729
5,69,71,4,514800,525600,10800,491
6,69,73,1,526500,532800,6300,729
6,69,74,1,532800,604800,72000,729
0,70,0,1,0,29700,29700,674
0,70,2,2,31800,51000,19200,324
0,70,4,4,51300,54900,3600,618
0,70,6,2,55200,75300,20100,324
0,70,8,1,77100,100800,23700,674
1,70,9,4,100800,114360,13560,396
1,70,11,4,123300,140400,17100,631
1,70,13,4,144060,153960,9900,477
1,70,15,4,155100,157560,2460,368
1,70,17,1,162060,187200,25140,674
2,70,18,4,187200,200760,13560,163
2,70,20,4,209700,226800,17100,513
2,70,22,4,230460,240360,9900,343
2,70,24,4,241500,243960,2460,343
2,70,26,1,248460,273600,25140,674
3,70,27,4,273600,287160,13560,527
3,70,29,4,296100,313200,17100,415
3,70,31,4,316860,326760,9900,559
3,70,33,4,327900,330360,2460,452
3,70,35,1,334860,360000,25140,674
4,70,36,1,360000,446400,86400,674
5,70,37,1,446400,480600,34200,674
5,70,39,3,481500,484200,2700,156
5,70,41,3,484500,495300,10800,25
5,70,43,1,495900,504900,9000,674
5,70,45,4,505800,517500,11700,275
6,70,47,1,518700,532800,14100,674
6,70,48,1,532800,550800,18000,674
6,70,50,7,552600,565200,12600,195
6,70,52,4,566100,590400,24300,528
6,70,54,1,592200,604800,12600,674
0,71,0,1,0,28200,28200,709
0,71,2,2,28800,66600,37800,383
0,71,4,1,67080,100800,33720,709
1,71,5,1,100800,118800,18000,709
1,71,7,1,119700,134760,15060,709
1,71,9,1,135360,137700,2340,709
1,71,11,4,139200,142500,3300,341
1,71,13,4,143400,144300,900,405
1,71,15,1,145200,150000,4800,709
1,71,17,4,150900,154800,3900,587
