lid,longitude,latitude,altitude,admin1,admin2,admin3,admin4,work,shopping,school,other,college,religion,designation,home
582,-78.4786799999999,38.0294900000001,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0
583,-78.47633,38.0318,-1,51,540,1000,3,183,0.0,0,183,0,0,none:medical,0
584,-78.4825099999999,38.0311400000001,-1,51,540,1000,1,211,0.0,0,211,0,0,none:medical,0
585,-78.47921,38.02916,-1,51,540,1000,1,510,0.0,0,510,0,0,none:medical,0
586,-78.47025999999991,38.02241,-1,51,540,402,1,126,0.0,0,126,0,0,none:government,0
587,-78.50059,38.0310400000001,-1,51,540,600,1,5000,0.0,0,5000,0,0,none:medical,0
588,-78.47336,38.03097,-1,51,540,302,1,97,0.0,0,97,0,0,none:medical,0
589,-78.48529,38.0340200000001,-1,51,540,1000,1,139,0.0,0,139,0,0,none:government,0
590,-78.48631999999998,38.0311800000001,-1,51,540,1000,1,158,0.0,0,158,0,0,none:medical,0
591,-78.4709599999999,38.03225,-1,51,540,302,1,542,0.0,0,542,0,0,none:medical,0
592,-78.51105,38.0319500000001,-1,51,3,10903,1,4064,0.0,0,4064,0,0,none:government,0
593,-78.49603999999991,38.06059000000001,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0
594,-77.13276999999991,38.76982,-1,51,59,422402,1,1359,0.0,0,1359,0,0,none:medical,0
595,-78.4845099999999,38.03605,-1,51,540,1000,2,334,0.0,0,334,0,0,none:medical,0
596,-78.4860899999999,38.03051,-1,51,540,1000,1,603,0.0,0,603,0,0,none:medical,0
597,-78.46942,38.0712500000001,-1,51,3,10601,3,351,0.0,0,351,0,0,none:medical,0
598,-78.48198000000002,38.02928,-1,51,540,1000,1,30,0.0,0,30,0,0,none:medical,0
599,-78.48175,38.0702600000001,-1,51,3,10601,3,53,0.0,0,53,0,0,none:medical,0
600,-78.49828000000002,38.0344700000001,-1,51,540,202,2,179,0.0,0,179,0,0,none:medical,0
601,-78.49611,38.06046,-1,51,540,800,4,56,0.0,0,56,0,0,none:medical,0
602,-78.48302,38.0311600000001,-1,51,540,1000,1,792,0.0,0,792,0,0,none:medical,0
603,-78.49763,38.0332100000001,-1,51,540,202,1,56,0.0,0,56,0,0,none:medical,0
604,-78.4866,38.0306200000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0
605,-77.2088699999999,38.7396200000001,-1,51,59,432800,1,5000,0.0,0,5000,0,0,none:military,0
606,-78.48439,38.02563,-1,51,540,401,1,102,0.0,0,102,0,0,none:care_facilitation,0
607,-78.47953000000003,38.02928,-1,51,540,1000,1,528,0.0,0,528,0,0,none:medical,0
608,-77.99395,38.0201900000001,-1,51,109,950201,1,284,0.0,0,284,0,0,none:medical,0
609,-78.49710999999998,38.0312700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
610,-78.49710999999998,38.0312700000001,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:government,0
611,-78.47336,38.0309600000001,-1,51,540,302,1,97,0.0,0,97,0,0,none:medical,0
612,-78.50157,38.06172,-1,51,3,10800,3,2388,0.0,0,2388,0,0,none:medical,0
613,-78.51428,38.05609000000001,-1,51,3,10800,5,5000,0.0,0,5000,0,0,none:medical,0
614,-78.4787899999999,38.03079,-1,51,540,1000,1,451,0.0,0,451,0,0,none:medical,0
615,-78.49905,38.03052,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
616,-78.57003,38.0662400000001,-1,51,3,11000,5,251,0.0,0,251,0,0,none:medical,0
617,-78.61542,37.85682,-1,51,3,11400,1,221,0.0,0,221,0,0,none:medical,0
618,-78.47932,38.0553800000001,-1,51,540,800,3,5000,0.0,0,5000,0,0,none:medical,0
619,-78.48796999999998,37.9978300000001,-1,51,3,11303,2,5000,0.0,0,5000,0,0,none:medical,0
620,-78.48405,38.0584500000001,-1,51,540,800,3,5000,0.0,0,5000,0,0,none:medical,0
621,-78.50594,38.0491500000001,-1,51,540,700,3,121,0.0,0,121,0,0,none:medical,0
622,-78.49416999999991,38.1443100000001,-1,51,3,10202,2,5000,0.0,0,5000,0,0,none:medical,0
623,-78.5121799999999,38.05728,-1,51,3,10800,5,4328,0.0,0,4328,0,0,none:medical,0
624,-78.51154,38.04078,-1,51,540,700,4,354,0.0,0,354,0,0,none:medical,0
625,-78.49319,38.0477100000001,-1,51,540,700,2,88,0.0,0,88,0,0,none:medical,0
626,-78.49306999999997,38.0511300000001,-1,51,540,700,2,96,0.0,0,96,0,0,none:medical,0
627,-78.4931099999999,38.0468500000001,-1,51,540,700,1,88,0.0,0,88,0,0,none:medical,0
628,-78.49547,38.05562000000001,-1,51,540,700,2,332,0.0,0,332,0,0,none:medical,0
629,-78.4866,38.0306200000001,-1,51,540,1000,1,76,0.0,0,76,0,0,none:medical,0
630,-78.4829,38.0333400000001,-1,51,540,1000,1,40,0.0,0,40,0,0,none:medical,0
631,-78.50195999999991,38.03209,-1,51,540,600,1,2579,0.0,0,2579,0,0,none:medical,0
632,-78.47864,38.0316,-1,51,540,1000,1,170,0.0,0,170,0,0,none:medical,0
633,-78.48038000000003,38.03297,-1,51,540,1000,1,520,0.0,0,520,0,0,none:medical,0
634,-78.67541999999997,38.0688400000001,-1,51,3,11100,1,3760,0.0,0,3760,0,0,none:medical,0
635,-78.67541999999997,38.0688400000001,-1,51,3,11100,1,3760,0.0,0,3760,0,0,none:medical,0
636,-78.4967395581636,38.0375477994466,-1,51,540,202,2,0,,0,0,0,0,none:home,1
637,-78.49716182110329,38.0379101878993,-1,51,540,202,2,0,,0,0,0,0,none:home,1
638,-78.4749275,38.0332945,-1,51,540,1000,3,0,,0,0,0,0,none:home,1
639,-78.47531770010029,38.031158645340795,-1,51,540,1000,1,0,,0,0,0,0,none:home,1
640,-78.4938192666408,38.0360671729737,-1,51,540,202,1,0,,0,0,0,0,none:home,1
641,-78.4845963919598,38.0456902437186,-1,51,540,700,1,0,,0,0,0,0,none:home,1
642,-78.500006,38.02328,-1,51,540,501,3,0,,0,0,0,0,none:home,1
643,-78.5121519237165,38.028038315657895,-1,51,540,600,2,0,,0,0,0,0,none:home,1
644,-78.517148607247,38.0165962954092,-1,51,540,502,3,0,,0,0,0,0,none:home,1
645,-78.4681613057235,38.0183726423655,-1,51,540,402,3,0,,0,0,0,0,none:home,1
646,-78.4801255015057,38.02686316944529,-1,51,540,401,1,0,,0,0,0,0,none:home,1
647,-78.4988955050329,38.0479498600269,-1,51,540,700,2,0,,0,0,0,0,none:home,1
648,-78.48911548896,38.03951233717329,-1,51,540,201,2,0,,0,0,0,0,none:home,1
649,-78.477758,38.034441,-1,51,540,1000,2,0,,0,0,0,0,none:home,1
650,-78.4756845,38.019858,-1,51,540,402,2,0,,0,0,0,0,none:home,1
651,-78.497638325168,38.0213169597179,-1,51,540,501,3,0,,0,0,0,0,none:home,1
652,-78.48336,38.045975,-1,51,540,700,1,0,,0,0,0,0,none:home,1
653,-78.4961997217343,38.0413156958082,-1,51,540,201,3,0,,0,0,0,0,none:home,1
654,-78.50174653753571,38.0277983624301,-1,51,540,501,2,0,,0,0,0,0,none:home,1
655,-78.4788745,38.025117,-1,51,540,401,1,0,,0,0,0,0,none:home,1
656,-78.50851800000002,38.0169435,-1,51,540,502,4,0,,0,0,0,0,none:home,1
657,-78.4843405,38.0187095,-1,51,540,401,2,0,,0,0,0,0,none:home,1
658,-78.510768,38.0121905,-1,51,540,502,5,0,,0,0,0,0,none:home,1
659,-78.493844727926,38.04415651945421,-1,51,540,201,3,0,,0,0,0,0,none:home,1
660,-78.49446850000002,38.0366985,-1,51,540,202,1,0,,0,0,0,0,none:home,1
661,-78.5016223498851,38.0195115659007,-1,51,540,502,1,0,,0,0,0,0,none:home,1
662,-78.5130408771582,38.039340265065796,-1,51,540,700,4,0,,0,0,0,0,none:home,1
663,-78.47670550646171,38.0260576501197,-1,51,540,402,2,0,,0,0,0,0,none:home,1
664,-78.461754,38.0329515,-1,51,540,302,2,0,,0,0,0,0,none:home,1
665,-78.48325799999998,38.0504645,-1,51,540,700,1,0,,0,0,0,0,none:home,1
666,-78.4825155,38.046323,-1,51,540,700,1,0,,0,0,0,0,none:home,1
667,-78.52093140926858,38.022330311601294,-1,51,540,502,3,0,,0,0,0,0,none:home,1
668,-78.51548459533609,38.039041237251,-1,51,540,700,4,0,,0,0,0,0,none:home,1
669,-78.4937195,38.03024050000001,-1,51,540,501,1,0,,0,0,0,0,none:home,1
670,-78.4783118718127,38.0365291379002,-1,51,540,1000,2,0,,0,0,0,0,none:home,1
671,-78.4788145,38.0340465,-1,51,540,1000,2,0,,0,0,0,0,none:home,1
672,-78.4742,38.0392695,-1,51,540,1000,2,0,,0,0,0,0,none:home,1
673,-78.47204350000001,38.029873,-1,51,540,302,1,0,,0,0,0,0,none:home,1
674,-78.5006863320792,38.021320409077894,-1,51,540,502,1,0,,0,0,0,0,none:home,1
675,-78.475827,38.022009,-1,51,540,402,2,0,,0,0,0,0,none:home,1
676,-78.4594399741236,38.0421213357871,-1,51,540,900,1,0,,0,0,0,0,none:home,1
677,-78.493573,38.0178675,-1,51,540,401,2,0,,0,0,0,0,none:home,1
678,-78.4759015,38.0161265,-1,51,540,402,4,0,,0,0,0,0,none:home,1
679,-78.4852215,38.026955,-1,51,540,401,1,0,,0,0,0,0,none:home,1
680,-78.507134,38.02562800000001,-1,51,540,502,2,0,,0,0,0,0,none:home,1
681,-78.5183507013223,38.023123961808096,-1,51,540,502,3,0,,0,0,0,0,none:home,1
682,-78.4944497169077,38.060679881940395,-1,51,540,800,4,0,,0,0,0,0,none:home,1
683,-78.49059150000002,38.028774,-1,51,540,501,1,0,,0,0,0,0,none:home,1
684,-78.460578,38.046639,-1,51,540,900,1,0,,0,0,0,0,none:home,1
685,-78.49376366964479,38.0354285600584,-1,51,540,202,1,0,,0,0,0,0,none:home,1
686,-78.4723485,38.0201845,-1,51,540,402,3,0,,0,0,0,0,none:home,1
687,-78.476929,38.0247875,-1,51,540,402,2,0,,0,0,0,0,none:home,1
688,-78.4769975297761,38.04374414451871,-1,51,540,1000,2,0,,0,0,0,0,none:home,1
689,-78.48574343079859,38.0193261647337,-1,51,540,401,2,0,,0,0,0,0,none:home,1
690,-78.4983445,38.041198,-1,51,540,201,3,0,,0,0,0,0,none:home,1
691,-78.4855405,38.042433,-1,51,540,201,1,0,,0,0,0,0,none:home,1
692,-78.4917853323859,38.0509432133694,-1,51,540,700,2,0,,0,0,0,0,none:home,1
693,-78.469131,38.04557,-1,51,540,900,2,0,,0,0,0,0,none:home,1
694,-78.5199023831463,38.0270695442191,-1,51,540,600,2,0,,0,0,0,0,none:home,1
695,-78.481543,38.043668,-1,51,540,201,1,0,,0,0,0,0,none:home,1
696,-78.47800550000002,38.055548,-1,51,540,800,3,0,,0,0,0,0,none:home,1
697,-78.4816124626122,38.013591688575396,-1,51,540,402,4,0,,0,0,0,0,none:home,1
698,-78.51501758199579,38.0121547449689,-1,51,540,502,4,0,,0,0,0,0,none:home,1
699,-78.4722870278699,38.022348494767,-1,51,540,402,1,0,,0,0,0,0,none:home,1
700,-78.4744518032251,38.0559632505234,-1,51,540,800,2,0,,0,0,0,0,none:home,1
701,-78.47757666666669,38.0238627233115,-1,51,540,402,2,0,,0,0,0,0,none:home,1
702,-78.5200540790114,38.020259225333604,-1,51,540,502,3,0,,0,0,0,0,none:home,1
703,-78.5038752295822,38.02533443191329,-1,51,540,502,2,0,,0,0,0,0,none:home,1
704,-78.4717740449102,38.022386688498,-1,51,540,402,1,0,,0,0,0,0,none:home,1
705,-78.515233,38.023709,-1,51,540,502,3,0,,0,0,0,0,none:home,1
706,-78.496565,38.0140915,-1,51,540,401,2,0,,0,0,0,0,none:home,1
707,-78.4927292173536,38.0413952093879,-1,51,540,201,2,0,,0,0,0,0,none:home,1
708,-78.4764655,38.018208,-1,51,540,402,2,0,,0,0,0,0,none:home,1
709,-78.4810562687981,38.021968133860796,-1,51,540,401,1,0,,0,0,0,0,none:home,1
710,-78.48917480311,38.05966241115721,-1,51,540,800,4,0,,0,0,0,0,none:home,1
711,-78.48332008313001,38.05288373468221,-1,51,540,700,1,0,,0,0,0,0,none:home,1
712,-78.4980675079721,38.0415522117748,-1,51,540,201,3,0,,0,0,0,0,none:home,1
713,-78.4977193323508,38.0362375424571,-1,51,540,202,2,0,,0,0,0,0,none:home,1
714,-78.4674400991182,38.064193901373,-1,51,540,800,1,0,,0,0,0,0,none:home,1
715,-78.503377,38.0433695,-1,51,540,700,2,0,,0,0,0,0,none:home,1
716,-78.5090594023473,38.031516166354706,-1,51,540,600,1,0,,0,0,0,0,none:home,1
717,-78.4613322723424,38.0485641258246,-1,51,540,900,1,0,,0,0,0,0,none:home,1
718,-78.47128416438129,38.03680847394671,-1,51,540,1000,3,0,,0,0,0,0,none:home,1
719,-78.480542,38.020058,-1,51,540,402,2,0,,0,0,0,0,none:home,1
720,-78.4964832777247,38.0341628685904,-1,51,540,202,2,0,,0,0,0,0,none:home,1
721,-78.5101835,38.015044,-1,51,540,502,5,0,,0,0,0,0,none:home,1
722,-78.5055065315989,38.051248982951996,-1,51,540,700,3,0,,0,0,0,0,none:home,1
723,-78.49919341575371,38.038143697971286,-1,51,540,202,3,0,,0,0,0,0,none:home,1
724,-78.498068,38.0440695,-1,51,540,700,2,0,,0,0,0,0,none:home,1
725,-78.4992965,38.0236875,-1,51,540,501,3,0,,0,0,0,0,none:home,1
726,-78.4809795,38.026091,-1,51,540,401,1,0,,0,0,0,0,none:home,1
727,-78.4648207142462,38.0381206035206,-1,51,540,900,1,0,,0,0,0,0,none:home,1
728,-78.4975895896646,38.036498574037104,-1,51,540,202,2,0,,0,0,0,0,none:home,1
729,-78.45866533643859,38.0427625179262,-1,51,540,900,1,0,,0,0,0,0,none:home,1
730,-78.5002759810666,38.024426165299204,-1,51,540,501,3,0,,0,0,0,0,none:home,1
731,-78.4936037598891,38.036477525271295,-1,51,540,202,1,0,,0,0,0,0,none:home,1
732,-78.46733029355109,38.06115440986829,-1,51,540,800,1,0,,0,0,0,0,none:home,1
733,-78.5008605,38.041932,-1,51,540,700,2,0,,0,0,0,0,none:home,1
734,-78.50627658884859,38.0499324147985,-1,51,540,700,3,0,,0,0,0,0,none:home,1
